date,price,atr,tp,sl,result
2024-07-08,462.69256591796875,6.294221148232317,494.1636716591303,446.957013047388,SL
2024-07-09,456.0435485839844,6.6098364906075435,489.09273103702213,439.5189573574655,SL
2024-07-10,462.70245361328125,6.705730307237662,496.23110514946956,445.93812784518707,SL
2024-07-11,451.2403564453125,7.491756847368007,488.6991406821525,432.51096432689246,SL
2024-07-12,450.0990905761719,7.31475627345582,486.67287194345096,431.8121998925323,SL
2024-07-15,450.5059814453125,7.170165234904422,486.3568076198346,432.58056835805144,SL
2024-07-16,446.0997619628906,7.208214326834775,482.1408335970645,428.0792261458037,SL
2024-07-17,440.1454162597656,7.484586237081363,477.56834744517244,421.4339506670622,SL
2024-07-18,437.0194091796875,7.723298462112575,475.63590149025043,417.71116302440606,SL
2024-07-19,433.7842102050781,7.84091580107953,472.9887892104758,414.18192070237933,SL
2024-07-22,439.5698547363281,7.8058601907815985,478.5991556902361,420.05520425937414,SL
2024-07-23,441.4653015136719,7.602775228406664,479.47917765570514,422.45836344265524,SL
2024-07-24,425.63665771484375,8.399160045925242,467.63245794447,404.63875760003066,SL
2024-07-25,415.2165832519531,8.712804790276227,458.7806072033342,393.43457127626255,SL
2024-07-26,422.0342712402344,8.94548904528225,466.76171646664557,399.6705486270288,SL
2024-07-29,423.483154296875,8.81998641607069,467.5830863772285,401.43318825669826,SL
2024-07-30,419.7021789550781,9.042750314325234,464.91593052670436,397.09530316926504,SL
2024-07-31,415.16693115234375,9.168680541077551,461.01033385773155,392.24522979964985,SL
2024-08-01,413.93634033203125,9.569839365369027,461.7855371588764,390.01174191860866,SL
2024-08-02,405.3819580078125,9.812513825959643,454.44452713761075,380.8506734429134,HOLD
2024-08-05,392.1434631347656,10.816396256667337,446.2254444181023,365.1024724930973,HOLD
2024-08-06,396.56951904296875,10.78733729590432,450.5062055224904,369.6011758032079,HOLD
2024-08-07,395.39849853515625,10.919870940661902,449.9978532384658,368.09882118350146,HOLD
2024-08-08,399.6261291503906,10.649110069331416,452.87167949704764,373.0033539770621,HOLD
2024-08-09,402.93072509765625,10.276591478830653,454.3136824918095,377.23924640057965,HOLD
2024-08-12,403.7147216796875,9.83861532751142,452.90779831724456,379.118183360909,HOLD
2024-08-13,410.8599548339844,9.706021808510638,459.39006387653757,386.5949003127078,HOLD
2024-08-14,413.6882629394531,9.370209393434651,460.53930990662633,390.2627394558665,HOLD
2024-08-15,418.5796203613281,9.04134074840978,463.786324103377,395.9762684903037,HOLD
2024-08-16,416.0345153808594,8.666957351277414,459.36930213724645,394.36712200266584,HOLD
2024-08-19,419.07672119140625,8.413838062765633,461.14591150523444,398.0421260344922,HOLD
2024-08-20,422.32769775390625,8.109495125773064,462.8751733827716,402.0539599394736,SL
2024-08-21,421.67156982421875,7.85413917499273,460.94226569918237,402.03622188673694,SL
2024-08-22,413.1315002441406,8.167697782171373,453.9699891549975,392.7122557887122,HOLD
2024-08-23,414.36431884765625,8.091274450028832,454.8206910978004,394.13613272258414,HOLD
2024-08-26,411.0835266113281,7.930895722341956,450.73800522303793,391.2562873054732,HOLD
2024-08-27,411.4314880371094,7.649341466520734,449.6781953697131,392.3081343708075,HOLD
2024-08-28,408.2103271484375,7.64904216117118,446.4555379542934,389.08772174550955,HOLD
2024-08-29,410.7156677246094,7.92155737591034,450.3234546041611,390.9117742848335,HOLD
2024-08-30,414.7122802734375,7.732640254465201,453.3754815457635,395.3806796372745,HOLD
2024-09-03,407.0570983886719,8.099532107100028,447.554758924172,386.8082681209218,HOLD
2024-09-04,406.5202331542969,8.007286132876658,446.55666381868014,386.50201782210524,HOLD
2024-09-05,406.01324462890625,7.929063825572669,445.6585637567696,386.1905850649746,HOLD
2024-09-06,399.3621520996094,8.06415670956309,439.6829356474248,379.2017603257016,HOLD
2024-09-09,403.3587646484375,7.980548605595171,443.26150767641343,383.40739313444953,HOLD
2024-09-10,411.7893981933594,8.166297496459817,452.6208856756585,391.3736544522098,HOLD
2024-09-11,420.57794189453125,8.61150384254209,463.6354611072417,399.04918228817604,HOLD
2024-09-12,424.514892578125,8.536700028353263,467.1983927198913,403.1731425072419,HOLD
2024-09-13,428.083984375,8.377680374057698,469.97238624528853,407.13978343985576,HOLD
2024-09-16,428.8296203613281,8.154256250466611,469.6009016136611,408.44397973516163,HOLD
2024-09-17,432.6174621582031,8.319597216301526,474.2154482397107,411.81846911744935,HOLD
2024-09-18,428.302734375,8.122840294214953,468.91693584607475,407.99563363946265,HOLD
2024-09-19,436.1368713378906,8.303119029718575,477.65246648648355,415.3790737635942,SL
2024-09-20,432.73675537109375,8.064860727287575,473.06105900753164,412.5746035528748,SL
2024-09-23,430.9870300292969,7.918900157273958,470.5815308156666,411.189779636112,SL
2024-09-24,426.6722717285156,7.879232848456193,466.0684359707966,406.97418960737514,SL
2024-09-25,429.59515380859375,7.638191805734253,467.78611283726497,410.4996742942581,SL
2024-09-26,428.7998046875,7.530194679735645,466.45077808617816,409.9743179881609,SL
2024-09-27,425.5289611816406,7.302262565353373,462.04027400840744,407.2733047682572,SL
2024-09-30,427.7956848144531,7.138556526057064,463.48846744473843,409.94929349931044,SL
2024-10-01,418.2416076660156,7.445874445823536,455.47097989513327,399.6269215514568,HOLD
2024-10-02,414.7023620605469,7.347536811319988,451.44004611714684,396.3335200322469,HOLD
2024-10-03,414.11578369140625,7.195695248319878,450.0942599330056,396.12654557060654,HOLD
2024-10-04,413.6385498046875,7.02057614978864,448.7414305536307,396.0871094302159,HOLD
